content_names,content_dates,content_hits,content_coms
1259,2017-04-03 21:58:44,13,"ㅡ우의정님 제보ㅡ

애니메이션이나 만화,게임,캐릭터 등을 좋아하는 학생분들 ,
저처럼 교내에 만화동아리가 있었으면 좋겠는 분들 같이 만화 동아리를 만들어보아요!!!
이 글은 뜻이 같은분들을 모아 다 같이 교내동아리를 개설하는데에 의미를 두고 있어요. 아직 확실하게 알거나 결정된 부분은 없지만 만약 개설이 되서 동아리방을 배정받게 되면 방도 같이 꾸미고 시간날때나 갈곳이 없을때 오셔서 부담없이 쉬거나, 그림을 그리거나 같이 만화를 볼 수 있도록 하고 싶어요. 
교내 동아리로 등록이 되면 학교에서 동아리 운영비가 나오려나요...? 이것까진 아직 잘 모르겠어요..ㅠㅠ 
일단은 개설하는데 필요한 인원수를 채우기 위해 홍보 중이에요.
관심있으신 분들은 댓글 달아주세요! 환영해요! :] 애니메이션이랑 만화책 훠우!!!!!!! 박정주 :] ★1:1카톡 환영 편하게 상담해드립니다★
https://open.kakao.com/o/swM9yqu :] 지금들어가면 다찢어버리니까그만해 :] ..!! :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 :] 모현정 돌아와 빨리 :] 윤홍준 :] 신인아 드디어 ..! :] 들어가.....나끌여들이지말구.. :] 오하이오!! 와타시 나마에와 이며누데쓰 :] 권이랑주현석 :]  :] 미안... :] 신지호프리드로우네 :] 한서연 하야끄 하야끄!! :] 들어갈래??? :] 최정우 잼겠다!! :] 스게~ :] 들어오세요~~~오픈채팅열려있어요오오 :]  :] 잇쇼니 망가부 스루제!!!^^ :]  :] 환영해오 카톡아이디로 연락주세오♥♥♥♥♥ :] 파오후쿰척쿰척거릴것같다구요?^^ :] 백승우 가자 원피스 보자 :] 장은아 여조경주 김현지 하...나 너무하고싶어.ㅡ :] 자신의 마음을 따르세요~~~~ :]  :] 김예린 러브라이브있는거 트루냐 :] 저도 관심 있어요 :] 양성은권은영박수휘Minji Yang 솔직히 나 들어가야되는거 아니냐....?미친 하이큐ㅜㅜ :] 으녕이가 신청하고 혜연이가 대리로 가서 해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋ다시학교다녀 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐얔ㅋㅋㅋㄴ이게캐ㅔㅋㅋㅋㅋㅋㅋ :] 서가람 혜빈 재윤 이거 진짜 나 위한거ㅋㅋㅋㅋㅋ이렇게 나 강제 덕밍아웃? :] 만들어졌으면 좋겠당ㅠㅠ 그럼 나 달려가서 일등으로 동아리신청서 내고 온다ㅜㅜ :] 앜ㅋㅋㅋㅋㅋ :] 은영아 가서 제패하고 졸업생도 받아준다고 바꿔 :] 오 :] 와 .. 제가 관심 있어요... ? :] 댓글달랫는데 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ대윽김 날위한 동아리 아니냐 완전? :] 근께"
1260,2017-04-03 21:44:44,2,"ㅡ익명제보ㅡ

서일대학교 국가장학금 1차 언제쯤 주는지.. 원래 이렇게 늦게주나요?? :] 학기말에 들어오는걸로 기억하고 있습니다 :] 김요한 너가물어봣냐 :] 나 아닌데 :] 한국장학재단 국가장학금이라면 벌써나왔습니다? :] 참 친철하시네요 감사합니다 :] 어그로충이네이거??? :] 응?? 놀이터?? :] 아미안"
1261,2017-04-03 21:43:38,1,"ㅡ익명제보ㅡ

호천관에서 이거 잃어버리신분 댓글달아주세요!"
1262,2017-04-03 21:43:15,2,"ㅡ익명제보ㅡ

동아리 적성에 안맞아서 지금이라도 탈퇴하고 다른동아로 들어갈수잇나요?
혹시 지금 아직모집하고잇는 동아리 있나요! :] 스킨스쿠버 동아리 개설중에있습니다"
1263,2017-04-03 21:42:38,3,"ㅡ장욱님 제보ㅡ

안녕하세요... 필통을 잃어버린것 같아요ㅠㅠ
에코백에서 떨어진것 같구요 학교 근처나, 호천관 705호에서 검은색 필통 습득하신 분 연락주세요!
아 추가 특이사항은 안에 미니 스테이플러랑 수정테이프가 있어요ㅠㅠ :] 맨날잃어버리네 :] 대단해"
1264,2017-04-03 19:46:11,0,"ㅡ익명제보ㅡ

건축과로 전과 생각중인데 건축과 어떤가요??
주로 모를 배우나요?? :] 오지마세여... :] 건축과 재밌는데.. 신창훈교수님의사랑을먹고살지요오준환 :] 이아현 :] 전 건축과에서 다른과로 전과한학생입니다. 이상 노코멘트하겠습니다. :] 과제폭탄이 뭔지 보고 느껴보고싶으시면 전과하셔도 좋습니다. 자신감을가지세요 :] 여기서 뭐하니 :] 추천합니다 하루하루가 행복해요 :] 임동은 김주환일주일에한번씩 자퇴를꿈꾸지 :] 술배움 :] ㄴㄴㄴㄴㄴ :] 쓰바라시.. :] 형님 월화수목금 한교시씩 비웠죠 :] 그거 특권임 그럴거면 대학왜다니는건지 모르겠다 :] 리스펙.. :] 꿀잼 :] 오면 자퇴할수도잇어여... :] ㅋㅋㅋㅋㅋㅋ느껴진다 :] 진심 ㅎㅎㅎ :] 다른과는 뭘 배우는지 말할 수 있나보네요.. 그럼 오지마세요. :] 왜하필건축과죠 :] 이윤정 응 제도~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 최나은ㄹㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ니네과 어지간히좃같은가보다 :] 두번째 자퇴를 꿈꾸며...☆ :] ㅋㅋㅋㅋㅋㅋㅋㅋ(훈훈) :] 제도가지고 뭘 그래 :] 왜 건축과 얼마나 즐거워 학교다닐맛 나지 :] 아악 우리과가 최고 :] 토목과추천해드릴게요 :] 이으구 빡침만배우는듯 :] 구원의 길로 인도하려고하고있지 ㅋㅋㅋㅋㅋㅋㅋ :] 이수영 건축과 .. 다들 왜그래? :] ㅋㅋㅋㅋㅋㅋㅋㅋ왜 하필.. :] 남기웅 ㅋ.ㅋ :] 아니 대체 왜 많고 많은 과 중 건축과죠...? :] 김태성 용태훈 어서 알려드려!! :] ㅋㅋㅋㅋㅋㅋ진심이 느껴져 :] 아주좋아몇년더배우고싶어ㅜㅜ :] 경인 :] 월요일 이면 자퇴 얘기만 한다 :] 조용일 용일이힘드러? :] 걍 재미가 없엉 :] ? :] 최은서 자퇴할까 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맨날그소리냐곸ㅋㅋㅋ오늘몇시끝나냠 :] 글쎄 끝나고 집가면 아마 내일일거야.. :] 아..오케이 :] 얼굴보기힘두네ㅠ :] 김진성 신창훈교수님 팬일까? 아님 이원근교수님 팬일까? :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 건축과 좋지... 군대보다좋지... 학교다니고싶다... :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 전 개인적으로 매우 재밋음 ㅇㅇ 하기나름인듯함 (야간) :] 노쟁...ㅎ.... :] 김대연 졸업생님 어떻게 생각하세여 :] 너 팬이래 :] 용태훈 어떤가요~ :] 너 팬이래 :] 형은 자퇴 안했잖아요ㅋㅋㅋ 잘 다니고 있으면서 :] 나대신 너가좀해봐ㅋㅋㅋ :] 음... 한번 18년도에 가봐서 재밌으면 다닐거임~ :] 18년도가 오긴하냐~~ :] 머 내년인데 오겠지ㅋㅋㅋ 막상 18년도 가면 막막할꺼 같음 :] 김예림 (추락) :] 오지마라 :] 어휴....ㅋㅋㅋㅋㅋㅋㅋㅋㅋ왜때문에 오실까요"
1265,2017-04-03 19:32:43,2,"ㅡ최혁님 제보ㅡ

차키 주우신분 계시나요?있으시면 댓글 부탁드립니다 :] 검은색 차키인데 주우신분 계신가요... :] 김기웅 김소은정으니 나 왜 치킨으로 봤지... 무튼 찾으셨음 좋켓다.. :] ㅋㅋㅋㅋㅋ돼지니 :] 치킨ㅋㅋㅋㅋㅋㅋㅋㅋ치킨떨어트리고 서대전에 올리진않앜ㅋㅋ :] 아 죄송하지만 저도 치킨으로 보고 댓글 달러 왔어요... 긁적긁적"
1266,2017-04-03 18:02:30,1,"ㅡ익명제보ㅡ

전과 경쟁률 높고 전과 하기 빡센가요??
연극영화과 연출 생각하고있어요 ! 타 과 전과 사례도 좋아요 :)"
1267,2017-04-03 18:01:55,4,"ㅡ김홍창님 제보ㅡ

사가정 삼구포차 4월 5일 오픈으로 올렸었는데
4월 4일 저녁 8시-12시까지만 가오픈 해요!
분위기와 맛 보러 놀러오세요? :] 이건후 :] 문을 안열었다... :] @이건후 :] 손세림 오지나 내일.. 가오픈이래 :] 안열었너요!! :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ응 너 못가~"
1268,2017-04-03 17:55:57,2,"ㅡ익명제보ㅡ

혹시 졸업사진 안찍고 졸업앨범 받을 생각없는데 환불 해주나여?? :] 네 :] ㅋㅌㅋㅋ야 너 졸업사진 찍게 ? 나 찍기 싫은데 :] 돈 아까워 :] 선동하지마 :] 이은경 너지 :] 아니얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
1269,2017-04-03 17:09:10,0,"ㅡ익명제보ㅡ

307 호에서 노란 서일대 usb주웟습니다
주인분 댓글달아주세여"
1270,2017-04-03 14:29:57,0,"ㅡ익명제보ㅡ

서일대 맛집 추천이용 :] 맛대박 제육 ㅎㅎ :] 오도림 오늘 맛대박 각인가 :] 오지나 :] 사룽해 :] 오진우 점보돈까스 :] 아무한테나 말하지말라고 .. 우리 비밀 맛집이야 :] 아 ..ㅈㅅ 사실저기 개맛없음 :] ??? 시빠러마 왜 점보돈가스를욕하냐? :] 길민영 예래 엽떡... :] 야레~ :] ㅋㅋㅋㅋㅋㅋㅋ어흏 술쟁이 :] 야 누가 술먹는데? 밥먹을껀데 ㅎ? :] 오늘 먹자 내맘 ~! :] 닭꼬치두 먹장 쥬씨도 ~~! :] 나 엽떡 토요일에 시켜서 주말 내내 쳐먹음 ㅋㅌㅌㅋㅅㅂ :] 넌 어떻게 엽떡을 이렇게 맛있게 찍냐 나는 항상 찍어도 드럽게 보임 ㅡㅡ :] 나 원래 거의 포토그래퍼임 ^^ :] 제육밥버거 :] 치즈밥있슈? :] ? 술집에서 술을안먹다니 :] 신현규 황진하 칸규동 :] 김기웅 농!부!보!쌈!!!!!!! 낼 ㄱ :] 생각해봄 :] ? :]  :] 명불허전 밥풀 :] 닭꼬치 손들어봅니다....? :] 없어요 나가세여 :] 굿앤닭 짱짱!"
1271,2017-04-03 14:28:27,0,"ㅡ익명제보ㅡ

311호 usb 모르고 꽂아두고 나왔는데 오늘가니까 어떤 아저씨가 가져갔다고하는데 그 usb 돌려주세요.... 소중한거많이들어있어여ㅜㅜ그리고월요일10시에311호에서 수업하는과 무슨과인가여?? :] 정통과에요 ~"
1272,2017-04-03 14:18:53,52,"ㅡ김영빈님 제보ㅡ

스킨스쿠버 동아리 개설하면 가입할사람 있을까요?
(최소한의 비용으로)
스쿠버는 수영과 관계없습니다.
스쿠버만하는게아니라 수영배우고싶으신분들도 오신다면 강습비없이 수영 알려드립니다. :] 전현지 김현우 헐 야 나하구싶은ㄷ 너넨?... :] 김혜원 언니는?.. 손지민 언니는?.. 이예림 넌?... :] 맥주병도 수영할수잇을정도입니까 :] 물공포증 :] 송현지하고싶다고? :] 솔깃?!ㅋ :] 헐 지민이언니.. 하자 ... 개설되면 하자! :] 주수영 :] 길지선오옹 :] 재밌겠다 :] 김영빈저 악마의열매 능력자인데 가능한가요?.. :] 개설 내년이나 될듯 :] 아그렇겠네 :] .. :] 황예은 정수지 이승현 현아 문예림 하고팡 잼겠다 :] 거북이랑인사 :] 1년 더 다니삼 ㅇㅅㅇ :] ㅋㅋㅋㅋ 수영? 스쿠버 :] 스쿠버가하고싶으신건가요 수영이하고싶으신건가요 스쿠버는 수영1도못해도 가능합니다 :] 헐헐헐상어랑발차기 :] 거북이만나면 계속 쫒아다녀요 :] 맥주병 ㅋㅋㅋㅋㅋㅋㅋ :] 김민석 :] ㅋㅋㅋㅋㅋㅋ 와 대박 :] 김나예  ㅋㅋ와쩐다 :] 인원이 채워져야 개설을하는데 학생이라 가격때문에 인원이 안채워질거같아서 먼저 조사하고있어요 :] 일단은 서대전에서만 조사하는 건가용?? :] 네 지금도바로 개설가능합니다. 지도교수님하고 저 밀어주시는 유능한스쿠버강사님도 있구요 인원채워지는게 제일문제에요 :] 와재멧뎃당 :] 아 .. 그럼 상황보구 연락주세요..! :] 스쿠버는 사람이 죽기전에 해야할top10 안에 든다고합니다. 사실 이래저래 관리하는게싫어서 미뤄왔었는데 제가하는 즐거움을 나누고싶네요 스쿠버체험하는거도 기회가 쉽게오지않습니다 동아리중복가능하니 진심으로 가입하고자하는분들은 페메주세요 인원수 파악해야합니다 :] 오오오오오ㅗ :] 진심 생기면하고싶다 :] 근데 졸업반ㅋㅋ :] 저욥 :] 김대길 :] ㅋㅋ 왜요 :] 너가ㅜ가입하고 내가 나가자 :] ㅋㅋㅋ 늙은이라고 안받아줄걸요 :] 이창범 나여기갈래 :] ㅎㅎ안돼 :] 전병임언니이거되면 나랑 바다로 풍덩풍덩 :] 쩐다 바다가서 별가랑 페친각 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊㅋㅋㅋㅋㅋㅋㅋㅋ별가랑페친ㅇ이리랰ㅋㅋㅋㅋㅋㅋㅋ :] 그럼 난 범고래.(단호) :] 난 상어랑 커플칫솔로 1일 3양치 시전한다 치약은 딸기맛 :] 김정란 너 해 :] 김유림 박다혜 김윤신 같이 하자ㅋㅋㅋㅋ :] 저도 늙다리에요 :] 전용준 :] 볼링부임 ㅅㄱ :] 김명현 ㄱ :] .....매우 구체적이군요 :] 그래서 저거 얼마지 해보고싶다 :] ㅋㅋㅋㅋㅋㅋㅋ저도요 :] 응 아니야 ^~^ :] 졸업 받아줘요?ㅋㅋㅋㅋ :] 응 미안~ :] 엄서준 신현민 손예찬 할사람 있!? :] 물공포증있는데 가능한가요? :] 내일 밥묵으면서 얘기하구 페메 ㄱ하자 :] 졸업생 안되므니다 :] 저분 초파예요 :] 저도 졸업반이에요~~ 졸업하고도 계속하실수있게할게요 진심 생깁니다 :] 허지원 진채영 나하고싶어.. :] 너 혼자해 :] 응그럴려구... :] 허ㄱㅓㄱ쓰 넘나 무섭쓰 :] 신성범 각? :] 만약 개설하면 주중 몇일 몇시쯤 하실건가요? :] 아직 세부적인건 안나왔습니다. 어드벤스드 자격가지고계시네요~ 저에게  꼭필요한사람이에요 우선 인원20명을 모아야되요 지도교수님 있구요 지원해주는 유능한 강사님도있습니다 같이 이끌어봐요 :] 혹시 아쿠아리스트 꿈꾸고계신가요 :] 꼭 하세요 이런기회없어요 :] 나 :] 형진짜 하자 :] 돈오지게들듯 장비만해도 :] 렌트 :] 형들 전문적으로 하는게아니기에 장비렌탈 다하구요 그렇게비싸지않아요 :] 아직은 모르겠네요...궁금한게 있는데  동아리에서 라이센스 취득가능한가요? :] 가능은하지만 저나 저를밀어주시는 강사님 소속은 Padi소속입니다 그러므로 패디 이외 협회는 이동해야됩니다 :] 하고깊당 :] 윤미라황인희 3학년포기하고 들어가고싶다 :] 넌야구복난 스킨스쿠버복 :] 나는 물 무서워하는데!!!! 워터파크가서 미끄럼틀 그것도 못타는데!! :] 윤미라? 황인희 아웃. :] 아 알겠습니다 일단 생각 좀 해볼게요 :] 달려갑니다 :] 김유진 김유진"
1273,2017-04-03 14:17:02,1,"ㅡ서정완님 제보ㅡ

지갑잃어버리신 문학진학생 페메주세요~~ :] 학진"
1274,2017-04-03 14:15:29,0,"ㅡ익명제보ㅡ

학생지원처에 맡겨놓겠습니다"
1275,2017-04-03 14:03:26,1,"ㅡ윤경님 제보ㅡ

호천관 706호에 두고가셨더라구요"
1276,2017-04-03 14:02:41,1,"ㅡJong-hyeon Yoo님 제보ㅡ

우리은행 카드발급처 앞에서 주웠습니다
아이폰7 이어폰 분실하신분 학생지원처에 맡겨놨으니 찾아가세요~ :] 최원준 힘 :] 어? :] 저거 혹시 내가 잃어버린 이어폰이 아닐까 :] 는 말이 안되네 :] ㅎㅎㅎㅎㅎㅎㅎㅎㅎ :] 그치 ㅎㅎㅎㅎㅎㅎㅎㅎ 힘내 ㅎ"
1277,2017-04-03 14:01:34,0,"ㅡ손하은님 제보ㅡ

오늘 아침 동아리관 앞에서 발견했습니당~~
주인 분 페메 보내주세요"
1278,2017-04-03 13:01:32,0,"오늘 정문으로 올라오는 길에 서일대 usb 주운분 계신가요?
건축과 케드파일이랑 자료들이 들어있는겁니다. 찾으신분은 연락해주세요."
1279,2017-04-03 08:47:15,31,"ㅡ익명제보ㅡ

건축과 산업시찰 하는동안 학회장 부학회장 학생회 차장 부장 다들 머무 고생 많았어요 잠도 못자고 말도안듣는 우리들 챙기느라 너무너무 수고 많았습니다 덕분이 그나마 잘 진행됬어요 고생많았습니다~~~ :] 이런글 올라와줘야 힘나지ㅋㅋㅋ :] "
1280,2017-04-03 00:38:51,7,"ㅡ차상원님 제보ㅡ

제가 4월1일 00시30분~01시30분 (새벽)사이에
서일대 올라가는언덕길쯤 쥬시위에 술에취하여 거기서 가방을 놓고 가버렸는대 안에 시계와 여권 보조배터리 제 개인적인 정보가담긴 서류들이 있습니다.
혹 서일대학우분께서 가방을 주우셨다면 제보좀 부탁드립니다.
해외로 출국도 해야하는대 예매다되어있는대 여권까지 같이 분실된거라 좀 난감한 상황이예요 부탁좀 드리겠습니다 :] 주우시거나 보신분 있다면 저한테 연락좀주세요! 제발 부탁드립니다ㅠㅠㅠ :] 가로 30 세로 60정도되는 작은 검정힙색가방같은거예요 :] 학지처에는 가보셨나요ㅜㅜㅜ? 꼭 찾길 바랄게요 :] 송현 좀 찾아줘라 :] 제발... :] 서일대 감사합니다 ㅠㅠㅠ !
오늘 배양관1층방문해서 분실물 그대로 다 찾았습니다 정말 감사드려요"
1281,2017-04-02 22:56:27,4,"ㅡ익명제보ㅡ

타학교 여자 5명이랑 같이 미팅할 남자들 구해용???? :] 연락주십쇼 :] 송현 5대1 가능하지? :] 이범규 :] 5대 1 각이네요 :] 김범수 복붙 :] 허락해주세요 유기훈. 정말 자신있는 친구입니다 :] 김현재차현석김수겸권기찬김준환민석송이우주용현이환진김도현최정빈짐승렬국원준박효성서동민성재석주종환서민기여승환황민철황예찬김성민 레크과 귀요미들 대기중입니다 비트박스 마술사 개그맨 뮤지컬배우 연예인 병신 다 있어요 장난 아니에요 페메주세요 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아존나웃기네진짜로 :] 오뎟다 :] 윤제 :] 아무도 우리랑 하려 들지않을꺼야 포기하자 병진아 :] 타학교래.. :] 너가 짱이다 :] 다른대학까지 오는건 인맥으로 오는건가 :] ... :] (자신감) :] 5 대 1 하하하하 :] 이호준형 :] ㄲㅈ :] 임채정 김현진 :] 이중에 누구하나 전역자가없네"
1282,2017-04-02 22:56:12,6,"ㅡ우의정님 제보ㅡ

애니메이션이나 만화,게임,캐릭터 등을 좋아하는 학생분들 ,저처럼 교내에 만화동아리가 있었으면 좋겠는 분들 같이 만화 동아리를 만들어보아요!!!이 글은 뜻이 같은분들을 모아 다 같이 교내동아리를 개설하는데에 의미를 두고 있어요. 아직 확실하게 알거나 결정된 부분은 없지만 만약 개설이 되서 동아리방을 배정받게 되면 방도 같이 꾸미고 시간날때나 갈곳이 없을때 오셔서 부담없이 쉬거나 , 그림을 그리거나 같이 만화를볼 수 있도록 하고 싶어요. 
교내 동아리로 등록이 되면 학교에서 동아리 운영비가 나오려나요...?이것까진 아직 잘 모르겠어요..ㅠㅠ 
일단은 개설하는데 필요한 인원수를 채우기 위해 홍보 중이에요.
관심있으신 분들은 댓글 달아주세요. :] 길지선 :] ★댓글 아니어도 1:1카톡 환영 편하게 상담해드립니다★
https://open.kakao.com/o/swM9yqu :] 김성준 성준이가 살아만 있었어도 같이 했을텐데 :] 너도 같이 하는거냐? 나보다 너가 더 애니 좋아하잖아 ㅎㅎ :] 뭐래 니가 더 좋아... :] 하잖... :] 난 너가 쓴 글인줄 알았네 ㅎㅎ :] 같이 하시면 1+1♥ :] 아 치인트 다봤다 :] 살아있어 아직 ㅋㅋㅋ :] 박수빈 니가 원하던 . 이제 학교올 필요성이 생기겠구나 :] 용태훈 ? :] ? 개좋아 :] 박병준 :] 실홥니까? 태그 실화냐구요 ㅡㅡ :] 임유정 우리과가 부원의 90퍼 차지한다에 내 간 건다 :] 실화입니다♥ 오픈채팅을 통해 편히 와주세요~~♥♥♥ :]  :] 오픈채팅 통해서 편히 오세요~~!!^^ :] 너무좋아요!만들어주세요!! :] 김나예 어때?ㅎ :] 이슬기ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어때 :] 나소심해서,,,,☞☜무쪄웡ㅠㅡㅠ :] ㅇ 네 그러신가요 ㅇㅇㅇㅇ :] 어~~1~~ :] 어~~1~~"
